# Table for 100 first results of california businesses on yelp


21	HEncape8aii836Zf6pO9Iw	https://www.yelp.com/user_details?userid=HEncape8aii836Zf6pO9Iw	2020-04-19 22:00:14
22	YvX_mGtgrzhnMwtcb4HOdw	https://www.yelp.com/user_details?userid=YvX_mGtgrzhnMwtcb4HOdw	2020-04-19 22:00:16
23	sj64oqJm6CLqAivRkz0hew	https://www.yelp.com/user_details?userid=sj64oqJm6CLqAivRkz0hew	2020-04-19 22:00:17
24	_6fXqAXCMR7BvwJMo2PYQA	https://www.yelp.com/user_details?userid=_6fXqAXCMR7BvwJMo2PYQA	2020-04-19 22:00:18
25	xGnpwFampNt1P-RJWSlAaw	https://www.yelp.com/user_details?userid=xGnpwFampNt1P-RJWSlAaw	2020-04-19 22:00:20
26	yXvjg5_yTVgIW_wYA7Q-JQ	https://www.yelp.com/user_details?userid=yXvjg5_yTVgIW_wYA7Q-JQ	2020-04-19 22:00:22
27	zHjCfXeSDo6qOtODycsEWQ	https://www.yelp.com/user_details?userid=zHjCfXeSDo6qOtODycsEWQ	2020-04-19 22:00:24
28	kTwrSezwkj66qlTRbuAh5g	https://www.yelp.com/user_details?userid=kTwrSezwkj66qlTRbuAh5g	2020-04-19 22:00:25
29	lkaPB7lg7KDpLqNjpvgUbQ	https://www.yelp.com/user_details?userid=lkaPB7lg7KDpLqNjpvgUbQ	2020-04-19 22:00:27
30	GS_sy57bmM3Ma_s9HrLlKQ	https://www.yelp.com/user_details?userid=GS_sy57bmM3Ma_s9HrLlKQ	2020-04-19 22:00:28
31	jwJ_EQhAPzVkuHkSl2smjA	https://www.yelp.com/user_details?userid=jwJ_EQhAPzVkuHkSl2smjA	2020-04-19 22:00:30
32	uCNgCZCuo07ew0sWPB1z7g	https://www.yelp.com/user_details?userid=uCNgCZCuo07ew0sWPB1z7g	2020-04-19 22:00:31
33	feU1SBAXjCUr3vZRuMNoKQ	https://www.yelp.com/user_details?userid=feU1SBAXjCUr3vZRuMNoKQ	2020-04-19 22:00:33
34	kJjdLLmf9hDr1Ww8hayGig	https://www.yelp.com/user_details?userid=kJjdLLmf9hDr1Ww8hayGig	2020-04-19 22:00:34
35	Fb1JL2pzqe_HPOLLO2jHEA	https://www.yelp.com/user_details?userid=Fb1JL2pzqe_HPOLLO2jHEA	2020-04-19 22:00:36
36	aMOqEw8Tr6Rrk9c0zc1BoQ	https://www.yelp.com/user_details?userid=aMOqEw8Tr6Rrk9c0zc1BoQ	2020-04-19 22:00:39
37	J-gF7PjG5_ayAmq4bcefrg	https://www.yelp.com/user_details?userid=J-gF7PjG5_ayAmq4bcefrg	2020-04-19 22:00:40
38	dBtG8g3gBsgOYgjsznMg4Q	https://www.yelp.com/user_details?userid=dBtG8g3gBsgOYgjsznMg4Q	2020-04-19 22:00:41
39	NMj3wDknYh4s4qdspXf2AA	https://www.yelp.com/user_details?userid=NMj3wDknYh4s4qdspXf2AA	2020-04-19 22:00:43
40	rPAr2v_2KBzgTqBdFsqRFg	https://www.yelp.com/user_details?userid=rPAr2v_2KBzgTqBdFsqRFg	2020-04-19 22:00:44
41	iOERwab2ItTyaUNqOWWGqQ	https://www.yelp.com/user_details?userid=iOERwab2ItTyaUNqOWWGqQ	2020-04-19 22:00:47
42	VRNAuszwD39TN8FFZaYRqQ	https://www.yelp.com/user_details?userid=VRNAuszwD39TN8FFZaYRqQ	2020-04-19 22:00:50
43	BpT3uQ92VZJN3m_smbjWMQ	https://www.yelp.com/user_details?userid=BpT3uQ92VZJN3m_smbjWMQ	2020-04-19 22:00:51
44	qE2lTL6Og0cmoAmz5qZAcg	https://www.yelp.com/user_details?userid=qE2lTL6Og0cmoAmz5qZAcg	2020-04-19 22:00:53
45	f1RZ4w1O1LMU4Ld19uAuPw	https://www.yelp.com/user_details?userid=f1RZ4w1O1LMU4Ld19uAuPw	2020-04-19 22:00:54
46	-PbPi3wYwpLHs6bM7pwFrA	https://www.yelp.com/user_details?userid=-PbPi3wYwpLHs6bM7pwFrA	2020-04-19 22:00:56
47	bmrN75WGwmSV7PrvXIqivw	https://www.yelp.com/user_details?userid=bmrN75WGwmSV7PrvXIqivw	2020-04-19 22:00:57
48	8-CEeAqx4f3vwq5aIHtZdw	https://www.yelp.com/user_details?userid=8-CEeAqx4f3vwq5aIHtZdw	2020-04-19 22:00:58
49	t-3nVGIKX7FmS_spfvzgzw	https://www.yelp.com/user_details?userid=t-3nVGIKX7FmS_spfvzgzw	2020-04-19 22:01:00
50	SwLziIyu3ISBrCq_iPMf4Q	https://www.yelp.com/user_details?userid=SwLziIyu3ISBrCq_iPMf4Q	2020-04-19 22:01:01
51	gW1NHj2sICUISbYIad_GcQ	https://www.yelp.com/user_details?userid=gW1NHj2sICUISbYIad_GcQ	2020-04-19 22:01:03
52	cyJsilA4llNkwFYOCLSIzw	https://www.yelp.com/user_details?userid=cyJsilA4llNkwFYOCLSIzw	2020-04-19 22:01:04
53	2pOY8zrugJo3oV20k5fecw	https://www.yelp.com/user_details?userid=2pOY8zrugJo3oV20k5fecw	2020-04-19 22:01:06
54	2G6DtwYbCIF2dxMirIVPkg	https://www.yelp.com/user_details?userid=2G6DtwYbCIF2dxMirIVPkg	2020-04-19 22:01:07
55	6pDeLwmLaFH_rSzLN3PXIA	https://www.yelp.com/user_details?userid=6pDeLwmLaFH_rSzLN3PXIA	2020-04-19 22:01:08
56	fzL5-AA6lzfxDe317rIIBQ	https://www.yelp.com/user_details?userid=fzL5-AA6lzfxDe317rIIBQ	2020-04-19 22:01:10
57	5J2o3_kulE4xW3YHWtDOog	https://www.yelp.com/user_details?userid=5J2o3_kulE4xW3YHWtDOog	2020-04-19 22:01:11
58	XDLcZd2cBmCeJ8KWRpyknw	https://www.yelp.com/user_details?userid=XDLcZd2cBmCeJ8KWRpyknw	2020-04-19 22:01:13
59	jaFQtv7ysd_DZNAF-RK8cQ	https://www.yelp.com/user_details?userid=jaFQtv7ysd_DZNAF-RK8cQ	2020-04-19 22:01:14
60	Sdrj850MlUTIXskRzmhuqw	https://www.yelp.com/user_details?userid=Sdrj850MlUTIXskRzmhuqw	2020-04-19 22:01:15
61	yRD-4iQOpt1J1iTyr0C3wA	https://www.yelp.com/user_details?userid=yRD-4iQOpt1J1iTyr0C3wA	2020-04-19 22:01:17
62	BHB7THZintIEb6w08cvWSQ	https://www.yelp.com/user_details?userid=BHB7THZintIEb6w08cvWSQ	2020-04-19 22:01:18
63	qzkA4pdGVtQOxYUOdQtuKA	https://www.yelp.com/user_details?userid=qzkA4pdGVtQOxYUOdQtuKA	2020-04-19 22:01:20
64	G2_98NAdWEdz91ub8cvG5A	https://www.yelp.com/user_details?userid=G2_98NAdWEdz91ub8cvG5A	2020-04-19 22:01:21
65	oFyE45gGvAC1rIIMad5Miw	https://www.yelp.com/user_details?userid=oFyE45gGvAC1rIIMad5Miw	2020-04-19 22:01:24
66	-p3Xqxp_svm3zYlabyzN3g	https://www.yelp.com/user_details?userid=-p3Xqxp_svm3zYlabyzN3g	2020-04-19 22:01:26
67	PxnMFqr20fFT1q_jtBl6RQ	https://www.yelp.com/user_details?userid=PxnMFqr20fFT1q_jtBl6RQ	2020-04-19 22:01:29
68	CzZlIJ3PErU_EKdvbIs5Nw	https://www.yelp.com/user_details?userid=CzZlIJ3PErU_EKdvbIs5Nw	2020-04-19 22:01:30
69	J7U2JFwC1OXWm6GxIRLa3g	https://www.yelp.com/user_details?userid=J7U2JFwC1OXWm6GxIRLa3g	2020-04-19 22:01:33
70	pjb4dl5Qk-A5_Zk3mlYntw	https://www.yelp.com/user_details?userid=pjb4dl5Qk-A5_Zk3mlYntw	2020-04-19 22:01:35
71	u3oLX7P6rFmrmh2A3EBzMQ	https://www.yelp.com/user_details?userid=u3oLX7P6rFmrmh2A3EBzMQ	2020-04-19 22:01:36
72	XNvGl1oCSoBs6F6Kbc-_Gg	https://www.yelp.com/user_details?userid=XNvGl1oCSoBs6F6Kbc-_Gg	2020-04-19 22:01:38
73	mlnSOJBxe-BI5KGOSS4jgQ	https://www.yelp.com/user_details?userid=mlnSOJBxe-BI5KGOSS4jgQ	2020-04-19 22:01:39
74	YJqtEre_TTQ1stCK40x7Tg	https://www.yelp.com/user_details?userid=YJqtEre_TTQ1stCK40x7Tg	2020-04-19 22:01:40
75	xc18kXZIiZ_rt5o909G55A	https://www.yelp.com/user_details?userid=xc18kXZIiZ_rt5o909G55A	2020-04-19 22:01:42
76	sRa4TQsZuTJZAW5cEyB80w	https://www.yelp.com/user_details?userid=sRa4TQsZuTJZAW5cEyB80w	2020-04-19 22:01:43
77	iwpvmplgJfoEahMg1wqVLQ	https://www.yelp.com/user_details?userid=iwpvmplgJfoEahMg1wqVLQ	2020-04-19 22:01:44
78	lXcUIW5KM9smYlEXVqMyeQ	https://www.yelp.com/user_details?userid=lXcUIW5KM9smYlEXVqMyeQ	2020-04-19 22:01:46
79	92Kv-8u4ppxh1d30Xm90kw	https://www.yelp.com/user_details?userid=92Kv-8u4ppxh1d30Xm90kw	2020-04-19 22:01:47
80	QBkmlIk_hNSkHXdQ-XaEng	https://www.yelp.com/user_details?userid=QBkmlIk_hNSkHXdQ-XaEng	2020-04-19 22:01:49
81	A6SsbCTt115TONFxdHeGhw	https://www.yelp.com/user_details?userid=A6SsbCTt115TONFxdHeGhw	2020-04-19 22:01:53
82	Yd9HIyZxvOnC-4K7OhbTKg	https://www.yelp.com/user_details?userid=Yd9HIyZxvOnC-4K7OhbTKg	2020-04-19 22:01:54
83	-svlJm4CfYhUJxFwzKZi9A	https://www.yelp.com/user_details?userid=-svlJm4CfYhUJxFwzKZi9A	2020-04-19 22:01:56
84	QDfoSzZ8f5pyKjX_LLdlOA	https://www.yelp.com/user_details?userid=QDfoSzZ8f5pyKjX_LLdlOA	2020-04-19 22:01:59
85	MycoOppTJMQTJP-ZLUU7kw	https://www.yelp.com/user_details?userid=MycoOppTJMQTJP-ZLUU7kw	2020-04-19 22:02:00
86	hG4kLBYBNN2DNmrzRJWgKQ	https://www.yelp.com/user_details?userid=hG4kLBYBNN2DNmrzRJWgKQ	2020-04-19 22:02:02
87	yqU_siztCTDpOLI4NmY4fA	https://www.yelp.com/user_details?userid=yqU_siztCTDpOLI4NmY4fA	2020-04-19 22:02:04
