# Table for 100 first results of california businesses on yelp


1	Zy3KuvFENmz2ZT2XtU7ZVg	https://www.yelp.com/user_details?userid=Zy3KuvFENmz2ZT2XtU7ZVg	2020-04-19 21:59:39
2	ABhUIRro45wqG2Wl_cmomw	https://www.yelp.com/user_details?userid=ABhUIRro45wqG2Wl_cmomw	2020-04-19 21:59:42
3	X9VXdzbtzqCfyCZdo7i5yw	https://www.yelp.com/user_details?userid=X9VXdzbtzqCfyCZdo7i5yw	2020-04-19 21:59:44
4	BFWibiBFXTVmJutK9fgueQ	https://www.yelp.com/user_details?userid=BFWibiBFXTVmJutK9fgueQ	2020-04-19 21:59:45
5	wW6DkG27cYqJL69NooHFKw	https://www.yelp.com/user_details?userid=wW6DkG27cYqJL69NooHFKw	2020-04-19 21:59:46
6	2_7rsa8KRzsps_YmWc6KyA	https://www.yelp.com/user_details?userid=2_7rsa8KRzsps_YmWc6KyA	2020-04-19 21:59:48
7	E1USuGuIQlNyZf7-3_3hGg	https://www.yelp.com/user_details?userid=E1USuGuIQlNyZf7-3_3hGg	2020-04-19 21:59:51
8	Ttlf5w9C5fXcqaMyEL3J8Q	https://www.yelp.com/user_details?userid=Ttlf5w9C5fXcqaMyEL3J8Q	2020-04-19 21:59:52
9	nmnx1kjjyvKuIcR_KkRzeQ	https://www.yelp.com/user_details?userid=nmnx1kjjyvKuIcR_KkRzeQ	2020-04-19 21:59:53
10	pAHSCvnBqd5K9HRJudg6Mg	https://www.yelp.com/user_details?userid=pAHSCvnBqd5K9HRJudg6Mg	2020-04-19 21:59:55
11	Qk3jMHizziXjj7jfwVO1Sw	https://www.yelp.com/user_details?userid=Qk3jMHizziXjj7jfwVO1Sw	2020-04-19 21:59:56
12	NuMGh7LKV27I20MDAuVy2Q	https://www.yelp.com/user_details?userid=NuMGh7LKV27I20MDAuVy2Q	2020-04-19 21:59:58
13	Psg1ejk1haa3-YE_pgT9IA	https://www.yelp.com/user_details?userid=Psg1ejk1haa3-YE_pgT9IA	2020-04-19 22:00:00
14	0nRiYn9sxe48jsJigPLYoA	https://www.yelp.com/user_details?userid=0nRiYn9sxe48jsJigPLYoA	2020-04-19 22:00:01
15	SrJz9kTVCWWLA1OJ7AulSA	https://www.yelp.com/user_details?userid=SrJz9kTVCWWLA1OJ7AulSA	2020-04-19 22:00:03
16	bfbTAgjM_-nej7qUe0CrZw	https://www.yelp.com/user_details?userid=bfbTAgjM_-nej7qUe0CrZw	2020-04-19 22:00:06
17	7_cBH7tvuvUrn971V6JpUA	https://www.yelp.com/user_details?userid=7_cBH7tvuvUrn971V6JpUA	2020-04-19 22:00:07
18	JUf_6xjrj87gvjAt4vPUGQ	https://www.yelp.com/user_details?userid=JUf_6xjrj87gvjAt4vPUGQ	2020-04-19 22:00:10
19	rCEhfARAvzSfrWuboJORCw	https://www.yelp.com/user_details?userid=rCEhfARAvzSfrWuboJORCw	2020-04-19 22:00:12
20	Snn8Au3N_P5NcJ5LSfNm8w	https://www.yelp.com/user_details?userid=Snn8Au3N_P5NcJ5LSfNm8w	2020-04-19 22:00:13
